hccis_id,rpt_year,code,value,owner_hccis_id
1,2019,7681,,1
1,2019,7682,,1
1,2019,7683,,1
1,2019,7684,,1
1,2019,7685,,1
1,2019,7686,,1
1,2019,7687,,1
1,2019,7688,,1
1,2019,7689,363940,1
1,2019,7690,166,1
1,2019,7691,55,1
1,2019,7692,,1
1,2019,7693,1174618,1
1,2019,7694,,1
1,2019,7704,,1
1,2019,7705,,1
1,2019,7996,-19218,1
1,2019,7997,,1
1,2019,7998,,1
1,2019,7999,,1
1,2019,8000,,1
1,2019,8033,,1
1,2019,8032,-11,1
1,2019,200,886952,1
1,2019,201,11279902,1
1,2019,202,,1
1,2019,203,,1
1,2019,207,25520,1
1,2019,208,1575900,1
1,2019,210,16643735,1
1,2019,215,-5063069,1
1,2019,216,-207414,1
1,2019,219,11373252,1
1,2019,220,-5270483,1
1,2019,240,224572,1
1,2019,250,11597824,1
1,2019,260,10710872,1
1,2019,300,1010021,1
1,2019,320,123069,1
1,2019,330,,1
1,2019,333,,1
1,2019,340,,1
1,2019,600,6446011,1
1,2019,601,1916287,1
1,2019,602,620989,1
1,2019,604,1345542,1
1,2019,608,728300,1
1,2019,615,1409,1
1,2019,616,455389,1
1,2019,618,,1
1,2019,619,1270875,1
1,2019,622,30839,1
1,2019,623,58257,1
1,2019,625,18124,1
1,2019,700,358892,1
1,2019,711,,1
1,2019,714,,1
1,2019,715,11664,1
1,2019,717,596594,1
1,2019,721,,1
1,2019,724,,1
1,2019,727,,1
1,2019,730,1155400,1
1,2019,738,-4453371,1
1,2019,739,-231450,1
1,2019,740,11279902,1
1,2019,741,-3028304,1
1,2019,742,-505755,1
1,2019,743,-427992,1
1,2019,744,-40829,1
1,2019,750,6595081,1
1,2019,751,-78320,1
1,2019,752,-920032,1
1,2019,754,-3764789,1
1,2019,760,-4684821,1
1,2019,762,-56854,1
1,2019,770,209822,1
1,2019,772,9717,1
1,2019,773,200105,1
1,2019,775,,1
1,2019,776,,1
1,2019,777,,1
1,2019,778,,1
1,2019,780,6804903,1
1,2019,790,6446011,1
1,2019,800,481961,1
1,2019,801,67419,1
1,2019,806,,1
1,2019,811,,1
1,2019,813,,1
1,2019,815,55650,1
1,2019,819,,1
1,2019,820,123069,1
1,2019,821,,1
1,2019,823,,1
1,2019,825,,1
1,2019,830,,1
1,2019,831,,1
1,2019,834,481961,1
1,2019,837,,1
1,2019,840,,1
1,2019,841,6049305,1
1,2019,842,992590,1
1,2019,843,231768,1
1,2019,847,247952,1
1,2019,850,11279902,1
1,2019,851,2215212,1
1,2019,852,163094,1
1,2019,853,9064690,1
1,2019,854,945079,1
1,2019,860,11279902,1
1,2019,871,488203,1
1,2019,872,984707,1
1,2019,873,385668,1
1,2019,876,7206112,1
1,2019,880,9064690,1
1,2019,887,0,1
1,2019,2021,863396,1
1,2019,2022,3759,1
1,2019,2023,,1
1,2019,2024,13335,1
1,2019,2026,22740,1
1,2019,2027,,1
1,2019,2028,30130,1
1,2019,2030,1916287,1
1,2019,2031,11.54,1
1,2019,2032,0.09,1
1,2019,2033,,1
1,2019,2034,0.09,1
1,2019,2036,0.18,1
1,2019,2037,,1
2,2019,2131,,2
2,2019,2125,3679396,2
2,2019,2123,19506633,2
2,2019,2122,4545966,2
2,2019,2121,,2
2,2019,8072,39740,2
2,2019,8071,35011,2
2,2019,8070,38069,2
2,2019,8069,178879,2
2,2019,8068,170457,2
2,2019,8067,175972,2
2,2019,8066,965508714,2
2,2019,8065,944579068,2
2,2019,8064,842658335,2
2,2019,8102,-3347514,2
2,2019,8101,-23594438,2
2,2019,8100,-26941952,2
2,2019,8084,2,2
2,2019,8083,1,2
2,2019,8082,2,2
2,2019,8081,1,2
2,2019,8080,2,2
2,2019,8079,1,2
2,2019,8078,2,2
2,2019,8077,1,2
2,2019,8076,2,2
2,2019,8075,1,2
2,2019,8074,1,2
2,2019,8073,1,2
2,2019,8063,-2304279394,2
2,2019,8062,3524963729,2
2,2019,8061,1,2
2,2019,8060,2,2
2,2019,8059,4000,2
2,2019,8058,26,2
2,2019,8057,5055,2
2,2019,8056,82,2
2,2019,8055,115,2
2,2019,8054,15533,2
2,2019,8053,168,2
2,2019,8052,445720,2
2,2019,8051,62073785,2
2,2019,8050,2313960,2
2,2019,8049,7637,2
2,2019,8047,,2
2,2019,8046,,2
2,2019,8045,1,2
2,2019,8043,,2
2,2019,8042,,2
2,2019,8041,4,2
2,2019,8040,26,2
2,2019,8037,,2
2,2019,8036,144,2
2,2019,8035,914,2
2,2019,8034,17,2
2,2019,8033,32,2
2,2019,8032,-3058,2
2,2019,8031,13364,2
2,2019,8029,,2
2,2019,8028,,2
2,2019,8027,1,2
2,2019,8025,,2
2,2019,8024,,2
2,2019,8023,5,2
2,2019,8022,47,2
2,2019,8019,,2
2,2019,8018,315,2
2,2019,8017,2027,2
2,2019,8016,31,2
2,2019,8015,75,2
2,2019,8014,-5515,2
2,2019,8013,31554471,2
2,2019,8011,,2
2,2019,8010,,2
2,2019,8009,2000,2
2,2019,8007,,2
2,2019,8006,,2
2,2019,8005,10000,2
2,2019,8004,106000,2
2,2019,8001,,2
2,2019,8000,4326915,2
2,2019,7999,27884595,2
2,2019,7998,427335,2
2,2019,7997,1033875,2
2,2019,7996,101920733,2
2,2019,7705,24000,2
2,2019,7704,,2
2,2019,7694,29626465,2
2,2019,7693,586146915,2
2,2019,7692,216260130,2
2,2019,7691,10108,2
2,2019,7690,49926,2
2,2019,7689,268940230,2
2,2019,7688,30595378,2
2,2019,7687,,2
2,2019,7686,,2
2,2019,7685,,2
2,2019,7684,,2
2,2019,7683,1800000,2
2,2019,7682,,2
2,2019,7681,1400000,2
2,2019,7680,,2
2,2019,7676,,2
2,2019,7675,,2
2,2019,7674,,2
2,2019,7673,,2
2,2019,7672,,2
2,2019,7671,,2
2,2019,7670,,2
2,2019,7669,,2
2,2019,7668,,2
2,2019,7667,3751732,2
2,2019,7666,30595378,2
2,2019,7665,,2
2,2019,7664,,2
2,2019,7663,,2
2,2019,7662,,2
2,2019,7661,,2
2,2019,7660,,2
2,2019,7659,,2
2,2019,7658,,2
2,2019,7657,,2
2,2019,7656,,2
2,2019,7655,,2
2,2019,7654,,2
2,2019,7653,,2
2,2019,7652,,2
2,2019,7651,,2
2,2019,7650,,2
2,2019,7649,,2
2,2019,7648,,2
2,2019,7647,,2
2,2019,7646,,2
2,2019,7645,,2
2,2019,7644,,2
2,2019,7643,,2
2,2019,7642,22982358,2
2,2019,7641,,2
2,2019,7640,,2
2,2019,7639,,2
2,2019,7638,,2
2,2019,7637,550000,2
2,2019,7636,,2
2,2019,7635,200000,2
2,2019,7634,,2
2,2019,7633,750000,2
2,2019,7632,17442402,2
2,2019,7631,3133000,2
2,2019,7630,,2
2,2019,7629,,2
2,2019,7628,,2
2,2019,7627,,2
2,2019,7626,,2
2,2019,7625,,2
2,2019,7624,,2
2,2019,7623,,2
2,2019,7622,,2
2,2019,7621,1656956,2
2,2019,7620,22982358,2
2,2019,7619,7613020,2
2,2019,7618,,2
2,2019,7617,,2
2,2019,7616,,2
2,2019,7615,,2
2,2019,7614,1250000,2
2,2019,7613,,2
2,2019,7612,1200000,2
2,2019,7611,,2
2,2019,7610,2450000,2
2,2019,7609,665981,2
2,2019,7608,2402263,2
2,2019,7607,,2
2,2019,7606,,2
2,2019,7605,,2
2,2019,7604,,2
2,2019,7603,,2
2,2019,7602,,2
2,2019,7601,,2
2,2019,7600,,2
2,2019,7599,,2
2,2019,7598,2094776,2
2,2019,7597,7613020,2
2,2019,7596,30595378,2
2,2019,7261,34268,2
2,2019,7260,-1314481550,2
2,2019,7259,1144182259,2
2,2019,7258,18080,2
2,2019,7256,122614784,2
2,2019,7255,15747,2
2,2019,7253,374265578,2
2,2019,7252,31640,2
2,2019,7251,178879,2
2,2019,7250,1752621504,2
2,2019,7249,7176,2
2,2019,7248,20540,2
2,2019,7245,163854,2
2,2019,7244,178879,2
2,2019,7243,27438460,2
2,2019,7242,55768331,2
2,2019,7240,87943780,2
2,2019,7238,65362575,2
2,2019,7236,181574080,2
2,2019,7235,1169986200,2
2,2019,7234,1958388129,2
2,2019,7225,3128374329,2
2,2019,7223,2305,2
2,2019,7222,1776,2
2,2019,7221,529,2
2,2019,7220,,2
2,2019,7219,6,2
2,2019,7218,6,2
2,2019,7210,3,2
2,2019,7209,,2
2,2019,7208,,2
2,2019,7207,1,2
2,2019,7206,1,2
2,2019,7205,1,2
2,2019,7204,856,2
2,2019,7203,644,2
2,2019,7202,212,2
2,2019,7201,,2
2,2019,7200,1,2
2,2019,7199,1,2
2,2019,7197,,2
2,2019,7196,5,2
2,2019,7195,5,2
2,2019,7194,1,2
2,2019,7193,,2
2,2019,7192,1,2
2,2019,7191,1,2
2,2019,7190,7,2
2,2019,7189,527,2
2,2019,7188,1383,2
2,2019,7186,3733,2
2,2019,7185,5116,2
2,2019,7184,6002,2
2,2019,7183,12,2
2,2019,7181,1318,2
2,2019,7180,4729,2
2,2019,7179,,2
2,2019,7178,,2
2,2019,7177,,2
2,2019,7176,39740,2
2,2019,7175,2373,2
2,2019,7168,1644146,2
2,2019,7167,2132,2
2,2019,7166,7141,2
2,2019,7164,18466,2
2,2019,7163,25607,2
2,2019,7162,31561,2
2,2019,7161,45,2
2,2019,7159,9667,2
2,2019,7158,,2
2,2019,7157,,2
2,2019,7156,,2
2,2019,7155,8422,2
2,2019,7154,10388,2
2,2019,7148,848,2
2,2019,7147,121591981,2
2,2019,7145,251728898,2
2,2019,7144,1022803,2
2,2019,7142,122536680,2
2,2019,7141,-90041094,2
2,2019,7139,-187913996,2
2,2019,7138,-791923,2
2,2019,7136,-91557957,2
2,2019,7135,20929646,2
2,2019,7134,,2
2,2019,7133,944579068,2
2,2019,7132,45138910,2
2,2019,7131,,2
2,2019,7130,,2
2,2019,7128,3211581120,2
2,2019,7127,83206791,2
2,2019,7126,-186536155,2
2,2019,7125,-2117743239,2
2,2019,7124,,2
2,2019,7123,-352053,2
2,2019,7122,-122388,2
2,2019,7121,-1041342,2
2,2019,7120,20120425,2
2,2019,7119,12837563,2
2,2019,7118,113871633,2
2,2019,7117,166552988,2
2,2019,7113,183086,2
2,2019,7112,,2
2,2019,7111,133992058,2
2,2019,7110,1201985953,2
2,2019,7109,179390551,2
2,2019,7108,2009595167,2
2,2019,7107,57749670,2
2,2019,7106,591825274,2
2,2019,7105,98065012,2
2,2019,7104,1004981548,2
2,2019,7103,-1163730,2
2,2019,7102,-13211816,2
2,2019,7101,-39069821,2
2,2019,7100,-443559312,2
2,2019,7099,-67340164,2
2,2019,7098,-764512253,2
2,2019,7097,313382609,2
