GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALT1E001,ALT1E002,ALT1E003,NAME_M,ALT1M001,ALT1M002,ALT1M003
G5400570,2015-2019,WV,,,West Virginia,54,Mineral County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54057,,,"Mineral County, West Virginia",44.5,40.8,46.8,"Mineral County, West Virginia",0.5,1,0.9
G5400590,2015-2019,WV,,,West Virginia,54,Mingo County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54059,,,"Mingo County, West Virginia",42.8,42.1,44.2,"Mingo County, West Virginia",0.5,0.6,0.9
G5400610,2015-2019,WV,,,West Virginia,54,Monongalia County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54061,,,"Monongalia County, West Virginia",31.7,30.8,32.9,"Monongalia County, West Virginia",0.3,0.2,0.3
G5400630,2015-2019,WV,,,West Virginia,54,Monroe County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54063,,,"Monroe County, West Virginia",48,45.9,48.6,"Monroe County, West Virginia",1.2,1,0.5
G5400650,2015-2019,WV,,,West Virginia,54,Morgan County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54065,,,"Morgan County, West Virginia",47.9,47.5,48.7,"Morgan County, West Virginia",0.7,0.4,0.8
G5400670,2015-2019,WV,,,West Virginia,54,Nicholas County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54067,,,"Nicholas County, West Virginia",45.1,44.7,45.6,"Nicholas County, West Virginia",0.4,0.4,0.5
G5400690,2015-2019,WV,,,West Virginia,54,Ohio County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54069,,,"Ohio County, West Virginia",43.6,42,45.6,"Ohio County, West Virginia",0.3,0.9,0.5
G5400710,2015-2019,WV,,,West Virginia,54,Pendleton County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54071,,,"Pendleton County, West Virginia",50.8,48.6,51.8,"Pendleton County, West Virginia",0.5,1,0.9
G5400730,2015-2019,WV,,,West Virginia,54,Pleasants County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54073,,,"Pleasants County, West Virginia",43.6,41.5,46.8,"Pleasants County, West Virginia",0.3,0.9,0.7
G5400750,2015-2019,WV,,,West Virginia,54,Pocahontas County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54075,,,"Pocahontas County, West Virginia",49.1,48.9,50,"Pocahontas County, West Virginia",0.4,0.7,0.1
G5400770,2015-2019,WV,,,West Virginia,54,Preston County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54077,,,"Preston County, West Virginia",42.7,41.8,44.3,"Preston County, West Virginia",0.4,0.9,0.4
G5400790,2015-2019,WV,,,West Virginia,54,Putnam County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54079,,,"Putnam County, West Virginia",41.8,40.7,42.6,"Putnam County, West Virginia",0.5,0.8,0.5
G5400810,2015-2019,WV,,,West Virginia,54,Raleigh County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54081,,,"Raleigh County, West Virginia",42.2,40.9,44.3,"Raleigh County, West Virginia",0.5,0.6,0.3
G5400830,2015-2019,WV,,,West Virginia,54,Randolph County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54083,,,"Randolph County, West Virginia",43.7,42.4,45.5,"Randolph County, West Virginia",0.5,0.9,0.5
G5400850,2015-2019,WV,,,West Virginia,54,Ritchie County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54085,,,"Ritchie County, West Virginia",46.8,47.1,46.6,"Ritchie County, West Virginia",1.4,1.3,1.5
G5400870,2015-2019,WV,,,West Virginia,54,Roane County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54087,,,"Roane County, West Virginia",45.8,45,46.6,"Roane County, West Virginia",0.4,0.6,0.5
G5400890,2015-2019,WV,,,West Virginia,54,Summers County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54089,,,"Summers County, West Virginia",49.1,48.9,49.2,"Summers County, West Virginia",0.6,1.8,0.6
G5400910,2015-2019,WV,,,West Virginia,54,Taylor County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54091,,,"Taylor County, West Virginia",44.1,42.5,45.4,"Taylor County, West Virginia",0.5,1,1.3
G5400930,2015-2019,WV,,,West Virginia,54,Tucker County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54093,,,"Tucker County, West Virginia",49.3,48.6,51.1,"Tucker County, West Virginia",0.6,0.7,2.4
G5400950,2015-2019,WV,,,West Virginia,54,Tyler County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54095,,,"Tyler County, West Virginia",47,47.2,46.9,"Tyler County, West Virginia",0.7,0.9,0.9
G5400970,2015-2019,WV,,,West Virginia,54,Upshur County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54097,,,"Upshur County, West Virginia",41.7,40.9,42.7,"Upshur County, West Virginia",0.7,0.7,0.9
G5400990,2015-2019,WV,,,West Virginia,54,Wayne County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54099,,,"Wayne County, West Virginia",44.1,43,44.9,"Wayne County, West Virginia",0.4,1.2,0.4
G5401010,2015-2019,WV,,,West Virginia,54,Webster County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54101,,,"Webster County, West Virginia",47.2,47.2,47.2,"Webster County, West Virginia",0.7,1.7,1
G5401030,2015-2019,WV,,,West Virginia,54,Wetzel County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54103,,,"Wetzel County, West Virginia",46,45.3,46.4,"Wetzel County, West Virginia",0.5,1.1,1.1
G5401050,2015-2019,WV,,,West Virginia,54,Wirt County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54105,,,"Wirt County, West Virginia",45.4,45.6,45.3,"Wirt County, West Virginia",0.4,3.4,1.3
G5401070,2015-2019,WV,,,West Virginia,54,Wood County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54107,,,"Wood County, West Virginia",43.5,42.2,44.7,"Wood County, West Virginia",0.2,0.4,0.2
G5401090,2015-2019,WV,,,West Virginia,54,Wyoming County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US54109,,,"Wyoming County, West Virginia",44.6,43.3,46,"Wyoming County, West Virginia",0.3,1.5,0.8
G5500010,2015-2019,WI,,,Wisconsin,55,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55001,,,"Adams County, Wisconsin",53.8,52.2,55.3,"Adams County, Wisconsin",0.3,0.5,0.3
G5500030,2015-2019,WI,,,Wisconsin,55,Ashland County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55003,,,"Ashland County, Wisconsin",42,40.3,43.1,"Ashland County, Wisconsin",0.4,1,0.7
G5500050,2015-2019,WI,,,Wisconsin,55,Barron County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55005,,,"Barron County, Wisconsin",44.2,42.6,45.6,"Barron County, Wisconsin",0.3,0.7,0.3
G5500070,2015-2019,WI,,,Wisconsin,55,Bayfield County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55007,,,"Bayfield County, Wisconsin",52.2,52,52.5,"Bayfield County, Wisconsin",0.3,0.4,0.4
G5500090,2015-2019,WI,,,Wisconsin,55,Brown County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55009,,,"Brown County, Wisconsin",37.4,36.6,38.1,"Brown County, Wisconsin",0.2,0.2,0.2
G5500110,2015-2019,WI,,,Wisconsin,55,Buffalo County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55011,,,"Buffalo County, Wisconsin",46.6,46.8,46.5,"Buffalo County, Wisconsin",0.4,0.8,0.3
G5500130,2015-2019,WI,,,Wisconsin,55,Burnett County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55013,,,"Burnett County, Wisconsin",52.8,52.4,53.4,"Burnett County, Wisconsin",0.2,0.3,0.3
G5500150,2015-2019,WI,,,Wisconsin,55,Calumet County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55015,,,"Calumet County, Wisconsin",40.6,39.8,41.2,"Calumet County, Wisconsin",0.4,0.6,0.8
G5500170,2015-2019,WI,,,Wisconsin,55,Chippewa County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55017,,,"Chippewa County, Wisconsin",41.2,40.3,42.3,"Chippewa County, Wisconsin",0.3,0.5,0.8
G5500190,2015-2019,WI,,,Wisconsin,55,Clark County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55019,,,"Clark County, Wisconsin",37.4,36.8,38.3,"Clark County, Wisconsin",0.3,0.3,0.4
G5500210,2015-2019,WI,,,Wisconsin,55,Columbia County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55021,,,"Columbia County, Wisconsin",42.4,41.4,43.5,"Columbia County, Wisconsin",0.3,0.5,0.4
G5500230,2015-2019,WI,,,Wisconsin,55,Crawford County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55023,,,"Crawford County, Wisconsin",46.3,44.4,48.3,"Crawford County, Wisconsin",0.4,0.4,0.3
G5500250,2015-2019,WI,,,Wisconsin,55,Dane County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55025,,,"Dane County, Wisconsin",35.1,34,36.1,"Dane County, Wisconsin",0.1,0.1,0.1
G5500270,2015-2019,WI,,,Wisconsin,55,Dodge County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55027,,,"Dodge County, Wisconsin",42.5,41.3,44,"Dodge County, Wisconsin",0.3,0.5,0.5
G5500290,2015-2019,WI,,,Wisconsin,55,Door County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55029,,,"Door County, Wisconsin",53,51.7,54.1,"Door County, Wisconsin",0.3,0.4,0.4
G5500310,2015-2019,WI,,,Wisconsin,55,Douglas County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55031,,,"Douglas County, Wisconsin",42.2,41.6,42.9,"Douglas County, Wisconsin",0.4,0.5,0.6
G5500330,2015-2019,WI,,,Wisconsin,55,Dunn County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55033,,,"Dunn County, Wisconsin",34.7,33.5,36,"Dunn County, Wisconsin",0.2,0.5,0.3
G5500350,2015-2019,WI,,,Wisconsin,55,Eau Claire County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55035,,,"Eau Claire County, Wisconsin",34.5,33.8,35.3,"Eau Claire County, Wisconsin",0.2,0.3,0.2
G5500370,2015-2019,WI,,,Wisconsin,55,Florence County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55037,,,"Florence County, Wisconsin",53.6,52.6,54.2,"Florence County, Wisconsin",0.7,1.3,0.7
G5500390,2015-2019,WI,,,Wisconsin,55,Fond du Lac County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55039,,,"Fond du Lac County, Wisconsin",41.6,40.8,42.3,"Fond du Lac County, Wisconsin",0.3,0.6,0.4
G5500410,2015-2019,WI,,,Wisconsin,55,Forest County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55041,,,"Forest County, Wisconsin",46.7,46.2,47.8,"Forest County, Wisconsin",0.3,0.3,0.7
G5500430,2015-2019,WI,,,Wisconsin,55,Grant County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55043,,,"Grant County, Wisconsin",36,33.6,38.8,"Grant County, Wisconsin",0.2,0.5,0.4
G5500450,2015-2019,WI,,,Wisconsin,55,Green County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55045,,,"Green County, Wisconsin",43.2,42.5,43.8,"Green County, Wisconsin",0.3,0.4,0.4
G5500470,2015-2019,WI,,,Wisconsin,55,Green Lake County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55047,,,"Green Lake County, Wisconsin",45.3,44.9,45.8,"Green Lake County, Wisconsin",0.3,0.3,0.4
G5500490,2015-2019,WI,,,Wisconsin,55,Iowa County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55049,,,"Iowa County, Wisconsin",42.8,41.8,43.7,"Iowa County, Wisconsin",0.3,0.5,0.3
G5500510,2015-2019,WI,,,Wisconsin,55,Iron County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55051,,,"Iron County, Wisconsin",54.9,54.8,55.1,"Iron County, Wisconsin",0.1,0.2,0.4
G5500530,2015-2019,WI,,,Wisconsin,55,Jackson County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55053,,,"Jackson County, Wisconsin",41.7,40.1,43.6,"Jackson County, Wisconsin",0.5,0.6,0.5
G5500550,2015-2019,WI,,,Wisconsin,55,Jefferson County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55055,,,"Jefferson County, Wisconsin",41.1,40.2,42.1,"Jefferson County, Wisconsin",0.3,0.4,0.3
G5500570,2015-2019,WI,,,Wisconsin,55,Juneau County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55057,,,"Juneau County, Wisconsin",45.4,44.3,47,"Juneau County, Wisconsin",0.3,0.3,0.4
G5500590,2015-2019,WI,,,Wisconsin,55,Kenosha County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55059,,,"Kenosha County, Wisconsin",38.5,37.3,39.5,"Kenosha County, Wisconsin",0.3,0.3,0.2
G5500610,2015-2019,WI,,,Wisconsin,55,Kewaunee County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55061,,,"Kewaunee County, Wisconsin",44.3,43.4,45.4,"Kewaunee County, Wisconsin",0.4,0.7,0.5
G5500630,2015-2019,WI,,,Wisconsin,55,La Crosse County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55063,,,"La Crosse County, Wisconsin",35.9,35.3,36.6,"La Crosse County, Wisconsin",0.2,0.2,0.4
G5500650,2015-2019,WI,,,Wisconsin,55,Lafayette County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55065,,,"Lafayette County, Wisconsin",41.8,41.1,42.5,"Lafayette County, Wisconsin",0.3,0.5,0.5
G5500670,2015-2019,WI,,,Wisconsin,55,Langlade County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55067,,,"Langlade County, Wisconsin",48.7,46.8,50.1,"Langlade County, Wisconsin",0.5,0.8,0.4
G5500690,2015-2019,WI,,,Wisconsin,55,Lincoln County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55069,,,"Lincoln County, Wisconsin",47.7,46.9,48.5,"Lincoln County, Wisconsin",0.4,0.4,0.5
G5500710,2015-2019,WI,,,Wisconsin,55,Manitowoc County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55071,,,"Manitowoc County, Wisconsin",44.9,43.6,46.4,"Manitowoc County, Wisconsin",0.2,0.4,0.4
G5500730,2015-2019,WI,,,Wisconsin,55,Marathon County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55073,,,"Marathon County, Wisconsin",40.7,40,41.4,"Marathon County, Wisconsin",0.3,0.3,0.4
G5500750,2015-2019,WI,,,Wisconsin,55,Marinette County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55075,,,"Marinette County, Wisconsin",48.7,47.9,49.7,"Marinette County, Wisconsin",0.2,0.5,0.5
G5500770,2015-2019,WI,,,Wisconsin,55,Marquette County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55077,,,"Marquette County, Wisconsin",50,49.5,50.5,"Marquette County, Wisconsin",0.3,0.5,0.3
G5500780,2015-2019,WI,,,Wisconsin,55,Menominee County,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55078,,,"Menominee County, Wisconsin",32,26.8,34.9,"Menominee County, Wisconsin",1.1,2.2,1.2
G5500790,2015-2019,WI,,,Wisconsin,55,Milwaukee County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55079,,,"Milwaukee County, Wisconsin",34.9,33.7,36.1,"Milwaukee County, Wisconsin",0.1,0.1,0.2
G5500810,2015-2019,WI,,,Wisconsin,55,Monroe County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55081,,,"Monroe County, Wisconsin",39.9,39.5,40.3,"Monroe County, Wisconsin",0.5,0.5,0.7
G5500830,2015-2019,WI,,,Wisconsin,55,Oconto County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55083,,,"Oconto County, Wisconsin",46.9,46.8,47,"Oconto County, Wisconsin",0.4,0.4,0.5
G5500850,2015-2019,WI,,,Wisconsin,55,Oneida County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55085,,,"Oneida County, Wisconsin",51.3,50.2,52.2,"Oneida County, Wisconsin",0.2,0.3,0.2
G5500870,2015-2019,WI,,,Wisconsin,55,Outagamie County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55087,,,"Outagamie County, Wisconsin",38.3,37.1,39.5,"Outagamie County, Wisconsin",0.3,0.2,0.3
G5500890,2015-2019,WI,,,Wisconsin,55,Ozaukee County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55089,,,"Ozaukee County, Wisconsin",44,42.6,45.3,"Ozaukee County, Wisconsin",0.2,0.5,0.2
G5500910,2015-2019,WI,,,Wisconsin,55,Pepin County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55091,,,"Pepin County, Wisconsin",46.4,45.6,46.9,"Pepin County, Wisconsin",0.3,0.5,0.5
G5500930,2015-2019,WI,,,Wisconsin,55,Pierce County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55093,,,"Pierce County, Wisconsin",36.8,37.2,36.4,"Pierce County, Wisconsin",0.3,0.4,0.5
G5500950,2015-2019,WI,,,Wisconsin,55,Polk County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55095,,,"Polk County, Wisconsin",45.6,44.9,46.2,"Polk County, Wisconsin",0.2,0.2,0.3
G5500970,2015-2019,WI,,,Wisconsin,55,Portage County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55097,,,"Portage County, Wisconsin",37,36,38.2,"Portage County, Wisconsin",0.3,0.3,0.5
G5500990,2015-2019,WI,,,Wisconsin,55,Price County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55099,,,"Price County, Wisconsin",51.6,51.2,52.1,"Price County, Wisconsin",0.3,0.4,0.4
G5501010,2015-2019,WI,,,Wisconsin,55,Racine County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55101,,,"Racine County, Wisconsin",40.2,38.4,41.9,"Racine County, Wisconsin",0.3,0.4,0.4
G5501030,2015-2019,WI,,,Wisconsin,55,Richland County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55103,,,"Richland County, Wisconsin",45.3,43.7,46.2,"Richland County, Wisconsin",0.2,0.6,0.5
G5501050,2015-2019,WI,,,Wisconsin,55,Rock County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55105,,,"Rock County, Wisconsin",39.5,38.3,41,"Rock County, Wisconsin",0.3,0.2,0.4
G5501070,2015-2019,WI,,,Wisconsin,55,Rusk County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55107,,,"Rusk County, Wisconsin",49,48.5,49.7,"Rusk County, Wisconsin",0.3,0.5,0.4
G5501090,2015-2019,WI,,,Wisconsin,55,St. Croix County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55109,,,"St. Croix County, Wisconsin",38.9,38.3,39.8,"St. Croix County, Wisconsin",0.4,0.4,0.5
G5501110,2015-2019,WI,,,Wisconsin,55,Sauk County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55111,,,"Sauk County, Wisconsin",41.1,39.7,42.5,"Sauk County, Wisconsin",0.3,0.5,0.5
G5501130,2015-2019,WI,,,Wisconsin,55,Sawyer County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55113,,,"Sawyer County, Wisconsin",50.3,49.7,50.9,"Sawyer County, Wisconsin",0.2,0.4,0.4
G5501150,2015-2019,WI,,,Wisconsin,55,Shawano County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55115,,,"Shawano County, Wisconsin",45.2,44.4,45.9,"Shawano County, Wisconsin",0.1,0.3,0.3
G5501170,2015-2019,WI,,,Wisconsin,55,Sheboygan County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55117,,,"Sheboygan County, Wisconsin",41.5,40.5,42.8,"Sheboygan County, Wisconsin",0.4,0.4,0.3
G5501190,2015-2019,WI,,,Wisconsin,55,Taylor County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55119,,,"Taylor County, Wisconsin",43.7,43.5,44.1,"Taylor County, Wisconsin",0.3,0.4,0.5
G5501210,2015-2019,WI,,,Wisconsin,55,Trempealeau County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55121,,,"Trempealeau County, Wisconsin",40.5,40,41.1,"Trempealeau County, Wisconsin",0.3,0.4,0.4
G5501230,2015-2019,WI,,,Wisconsin,55,Vernon County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55123,,,"Vernon County, Wisconsin",41.7,40.7,42.9,"Vernon County, Wisconsin",0.4,0.7,0.7
G5501250,2015-2019,WI,,,Wisconsin,55,Vilas County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55125,,,"Vilas County, Wisconsin",54.6,53.8,55.5,"Vilas County, Wisconsin",0.2,0.7,0.4
G5501270,2015-2019,WI,,,Wisconsin,55,Walworth County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55127,,,"Walworth County, Wisconsin",40,39,41.1,"Walworth County, Wisconsin",0.4,0.5,0.4
G5501290,2015-2019,WI,,,Wisconsin,55,Washburn County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55129,,,"Washburn County, Wisconsin",51.2,50.9,51.3,"Washburn County, Wisconsin",0.3,0.4,0.3
G5501310,2015-2019,WI,,,Wisconsin,55,Washington County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55131,,,"Washington County, Wisconsin",43.2,42.1,44.3,"Washington County, Wisconsin",0.3,0.4,0.3
G5501330,2015-2019,WI,,,Wisconsin,55,Waukesha County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55133,,,"Waukesha County, Wisconsin",43.2,41.7,44.6,"Waukesha County, Wisconsin",0.1,0.2,0.2
G5501350,2015-2019,WI,,,Wisconsin,55,Waupaca County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55135,,,"Waupaca County, Wisconsin",45.5,44.6,46.2,"Waupaca County, Wisconsin",0.3,0.4,0.4
G5501370,2015-2019,WI,,,Wisconsin,55,Waushara County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55137,,,"Waushara County, Wisconsin",49.2,48.3,50.5,"Waushara County, Wisconsin",0.3,0.4,0.4
G5501390,2015-2019,WI,,,Wisconsin,55,Winnebago County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55139,,,"Winnebago County, Wisconsin",38.3,37.2,39.6,"Winnebago County, Wisconsin",0.3,0.3,0.3
G5501410,2015-2019,WI,,,Wisconsin,55,Wood County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55141,,,"Wood County, Wisconsin",44.1,42.7,45.5,"Wood County, Wisconsin",0.3,0.4,0.3
G5600010,2015-2019,WY,,,Wyoming,56,Albany County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US56001,,,"Albany County, Wyoming",27.6,27.3,28,"Albany County, Wyoming",0.3,0.5,0.5
G5600030,2015-2019,WY,,,Wyoming,56,Big Horn County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US56003,,,"Big Horn County, Wyoming",41.6,41.1,41.8,"Big Horn County, Wyoming",0.6,1,0.9
G5600050,2015-2019,WY,,,Wyoming,56,Campbell County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US56005,,,"Campbell County, Wyoming",34,34,34,"Campbell County, Wyoming",0.5,0.6,1.1
G5600070,2015-2019,WY,,,Wyoming,56,Carbon County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US56007,,,"Carbon County, Wyoming",38.6,37.6,40,"Carbon County, Wyoming",1.1,0.6,1.7
G5600090,2015-2019,WY,,,Wyoming,56,Converse County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US56009,,,"Converse County, Wyoming",40,39.6,40.1,"Converse County, Wyoming",1,2.1,1.5
