countyfp,sex,year,Emp,Name,Dem_RUCA,Dem_Desc,edr,planning.region,mif
101,2,2013,1612,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2014,1590,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2015,1624,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2016,1650,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2017,1618,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2018,1618,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2019,1625,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2020,1528,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,2,2021,1506,Murray,A,Entirely rural,EDR 8 - Southwest,Southwest,SW
103,1,2010,6295,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2011,6596,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2012,6956,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2013,7106,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2014,7151,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2015,7158,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2016,7359,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2017,8086,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2018,8116,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2019,7906,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2020,7572,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,1,2021,7366,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2010,6823,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2011,6920,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2012,7098,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2013,7156,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2014,7220,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2015,7204,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2016,7396,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2017,7877,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2018,8086,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2019,7993,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2020,7658,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,2,2021,7356,Nicollet,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
105,1,2010,5416,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2011,5520,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2012,5558,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2013,5454,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2014,5616,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2015,5753,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2016,5850,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2017,5812,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2018,5790,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2019,5838,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2020,5820,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,1,2021,5816,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2010,4928,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2011,4990,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2012,4961,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2013,4697,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2014,4836,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2015,4922,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2016,5145,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2017,5120,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2018,5202,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2019,5312,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2020,5022,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,2,2021,5168,Nobles,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
107,1,2010,744,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2011,786,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2012,764,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2013,749,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2014,725,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2015,718,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2016,734,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2017,765,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2018,745,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2019,744,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2020,716,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,1,2021,674,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2010,960,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2011,1004,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2012,985,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2013,975,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2014,930,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2015,986,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2016,1006,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2017,1014,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2018,992,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2019,876,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2020,858,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,2,2021,906,Norman,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
109,1,2010,38044,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2011,39244,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2012,40432,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2013,40920,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2014,41017,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2015,42111,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2016,42997,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2017,43378,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2018,43492,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2019,43863,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2020,42672,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,1,2021,42844,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2010,47290,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2011,47812,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2012,49258,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2013,50084,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2014,49448,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2015,50799,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2016,53114,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2017,53784,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2018,54412,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2019,55062,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2020,52820,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,2,2021,59066,Olmsted,D,Entirely urban,EDR 10 - Southeast,Southeast,SE
111,1,2010,9736,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2011,10212,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2012,10555,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2013,10886,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2014,11038,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2015,11089,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2016,11256,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2017,11410,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2018,11343,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2019,11368,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2020,10961,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,1,2021,10321,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2010,11029,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2011,10974,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2012,11828,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2013,12163,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2014,12104,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2015,12069,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2016,12079,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2017,12268,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2018,12261,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2019,12244,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2020,11815,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,2,2021,11412,Otter Tail,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
113,1,2010,3928,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2011,4138,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2012,4306,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2013,4510,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2014,4776,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2015,5020,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2016,4909,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2017,4868,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2018,4985,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2019,4792,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2020,4608,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,1,2021,4546,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2010,4356,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2011,4610,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2012,4685,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2013,4725,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2014,4913,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2015,5086,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2016,5044,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2017,5038,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2018,5269,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2019,5266,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2020,5078,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,2,2021,5136,Pennington,B,Town/rural mix,EDR 1 - Northwest,Northwest,NW
115,1,2010,3258,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2011,3218,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2012,3290,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2013,3292,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2014,3292,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2015,3322,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2016,3485,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2017,3564,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2018,3506,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2019,3553,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2020,3355,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,1,2021,3105,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2010,4325,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2011,4278,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2012,4329,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2013,4385,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2014,4352,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2015,4332,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2016,4406,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2017,4489,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2018,4492,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2019,4460,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2020,4082,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,2,2021,3874,Pine,C,Urban/town/rural mix,EDR 7E- East Central,Central,EC
117,1,2010,1952,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2011,1834,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2012,1986,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2013,2034,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2014,2703,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2015,2531,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2016,2716,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2017,2201,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2018,2194,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2019,2204,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2020,2116,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,1,2021,1970,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2010,2311,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2011,2244,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2012,2308,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2013,2304,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2014,3682,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2015,3241,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2016,3324,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2017,2356,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2018,2410,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2019,2444,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2020,2340,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,2,2021,2232,Pipestone,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
119,1,2010,5873,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2011,5615,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2012,5668,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2013,6180,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2014,6302,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2015,6279,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2016,6338,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2017,6242,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2018,6264,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2019,6140,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2020,5830,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,1,2021,5580,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2010,6557,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2011,6414,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2012,6416,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2013,6570,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2014,6478,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2015,6480,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2016,6629,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2017,6606,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2018,6670,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2019,6585,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2020,6243,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,2,2021,6066,Polk,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
121,1,2010,1793,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2011,1905,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2012,2054,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2013,2193,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2014,2286,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2015,2427,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2016,1910,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2017,1782,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2018,1835,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2019,1999,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2020,2004,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,1,2021,1871,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2010,2034,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2011,2045,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2012,2134,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2013,2139,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2014,2188,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2015,2207,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2016,2098,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2017,2053,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2018,2099,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2019,2130,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2020,2021,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,2,2021,2061,Pope,B,Town/rural mix,EDR 4 - West Central,Northwest,WC
123,1,2010,154536,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2011,155945,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2012,155652,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2013,157684,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2014,158893,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2015,161262,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2016,164218,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2017,165172,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2018,164570,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2019,163590,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2020,153118,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,1,2021,148162,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2010,163847,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2011,161836,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2012,159887,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2013,161912,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2014,163651,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2015,166904,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2016,171466,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2017,173722,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2018,173926,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2019,174774,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2020,160469,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,2,2021,160858,Ramsey,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
125,1,2010,499,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2011,514,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2012,537,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2013,570,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2014,571,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2015,573,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2016,546,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2017,546,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2018,548,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2019,536,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2020,519,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,1,2021,506,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2010,556,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2011,558,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2012,566,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2013,564,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2014,550,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2015,532,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2016,528,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2017,539,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2018,546,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2019,582,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2020,559,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,2,2021,578,Red Lake,A,Entirely rural,EDR 1 - Northwest,Northwest,NW
127,1,2010,3162,Redwood,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,1,2011,3154,Redwood,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,1,2012,3058,Redwood,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,1,2013,3092,Redwood,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,1,2014,3105,Redwood,B,Town/rural mix,EDR 8 - Southwest,Southwest,SW
