county,parents.lf.num,countyfp,Dem_Desc,edr,planning.region,mif,year,ccc.capacity,fcc.capacity
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2007,110,590
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2008,110,556
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2009,116,540
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2010,116,462
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2011,116,466
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2012,66,462
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2013,66,410
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2014,66,354
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2015,66,350
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2016,66,334
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2017,110,284
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2018,114,260
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2019,114,292
Swift,494,151,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2020,154,292
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2000,57,564
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2001,57,600
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2002,57,554
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2003,57,564
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2004,57,508
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2005,57,496
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2006,57,520
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2007,57,462
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2008,57,478
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2009,40,506
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2010,40,502
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2011,40,472
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2012,20,474
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2013,40,468
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2014,40,482
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2015,40,470
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2016,40,444
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2017,40,414
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2018,174,372
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2019,116,328
Yellow Medicine,514,173,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,SW,2020,37,316
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2000,181,1239
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2001,211,1199
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2002,211,1273
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2003,219,1217
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2004,222,1327
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2005,232,1374
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2006,250,1406
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2007,248,1284
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2008,248,1330
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2009,206,1310
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2010,206,1328
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2011,223,1212
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2012,223,1260
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2013,223,1204
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2014,223,1084
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2015,336,1042
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2016,304,976
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2017,344,948
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2018,336,872
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2019,336,854
Becker,1785,005,Urban/town/rural mix,EDR 4 - West Central,Northwest,WC,2020,336,864
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2000,1184,2489
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2001,974,2368
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2002,1072,2247
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2003,997,2276
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2004,1132,2243
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2005,1193,2310
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2006,1213,2216
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2007,1241,2210
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2008,1340,2246
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2009,1386,2296
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2010,1393,2341
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2011,1309,2344
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2012,1409,2232
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2013,1180,2076
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2014,1151,1951
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2015,1035,1847
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2016,974,1917
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2017,1090,1830
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2018,1062,1758
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2019,1112,1582
Clay,3606,027,Entirely urban,EDR 4 - West Central,Northwest,WC,2020,1272,1556
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2000,469,1738
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2001,380,1880
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2002,474,2010
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2003,465,2184
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2004,466,2112
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2005,466,2162
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2006,466,2124
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2007,548,2140
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2008,538,2158
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2009,522,2148
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2010,515,2128
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2011,515,2002
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2012,437,2012
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2013,510,1894
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2014,524,1868
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2015,527,1740
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2016,516,1625
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2017,519,1504
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2018,594,1507
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2019,594,1354
Douglas,1788,041,Town/rural mix,EDR 4 - West Central,Northwest,WC,2020,591,1328
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2000,40,262
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2001,40,252
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2002,40,224
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2003,40,256
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2004,20,248
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2005,20,282
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2006,20,282
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2007,20,280
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2008,20,258
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2009,40,252
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2010,40,240
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2011,40,244
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2012,40,232
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2013,40,200
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2014,40,172
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2015,40,210
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2016,40,206
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2017,40,232
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2018,40,208
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2019,40,196
Grant,290,051,Entirely rural,EDR 4 - West Central,Northwest,WC,2020,40,208
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2000,267,2139
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2001,267,2179
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2002,256,2032
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2003,192,1918
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2004,178,1784
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2005,190,1698
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2006,170,1749
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2007,197,1587
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2008,197,1613
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2009,209,1554
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2010,306,1499
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2011,291,1518
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2012,256,1582
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2013,282,1615
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2014,294,1597
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2015,291,1461
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2016,329,1413
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2017,319,1445
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2018,383,1457
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2019,398,1495
Otter Tail,2925,111,Town/rural mix,EDR 4 - West Central,Northwest,WC,2020,385,1551
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2000,173,294
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2001,173,350
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2002,173,348
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2003,173,404
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2004,177,352
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2005,197,346
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2006,136,396
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2007,167,394
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2008,176,342
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2009,164,384
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2010,160,416
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2011,175,390
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2012,177,396
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2013,151,362
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2014,151,314
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2015,164,280
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2016,144,308
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2017,128,336
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2018,128,316
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2019,128,306
Pope,586,121,Town/rural mix,EDR 4 - West Central,Northwest,WC,2020,128,294
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2000,102,454
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2001,102,466
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2002,102,480
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2003,121,448
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2004,116,418
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2005,116,364
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2006,106,381
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2007,106,401
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2008,126,381
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2009,127,458
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2010,103,432
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2011,103,470
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2012,103,448
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2013,103,396
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2014,103,402
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2015,103,310
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2016,113,348
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2017,113,332
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2018,102,334
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2019,102,276
Stevens,458,149,Town/rural mix,EDR 4 - West Central,Northwest,WC,2020,102,212
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2000,20,176
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2001,20,186
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2002,40,180
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2003,40,170
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2004,40,190
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2005,40,188
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2006,40,168
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2007,40,178
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2008,20,152
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2009,20,142
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2010,0,152
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2011,0,154
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2012,0,160
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2013,0,140
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2014,0,114
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2015,0,114
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2016,0,116
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2017,0,94
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2018,0,106
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2019,0,106
Traverse,111,155,Entirely rural,EDR 4 - West Central,Northwest,WC,2020,0,94
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2000,52,456
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2001,52,404
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2002,52,416
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2003,52,416
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2004,54,430
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2005,57,380
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2006,57,334
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2007,57,312
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2008,57,332
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2009,37,300
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2010,37,292
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2011,37,314
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2012,20,310
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2013,0,286
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2014,0,278
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2015,0,258
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2016,22,216
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2017,22,230
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2018,47,206
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2019,22,206
Wilkin,382,167,Town/rural mix,EDR 4 - West Central,Northwest,WC,2020,22,214
