county,parents.lf.num,countyfp,Dem_Desc,edr,planning.region,mif,year,ccc.capacity,fcc.capacity
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2000,431,1690
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2001,435,1814
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2002,437,1788
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2003,435,1830
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2004,486,1904
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2005,511,1822
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2006,548,1872
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2007,566,1844
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2008,598,1846
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2009,618,1849
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2010,608,1797
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2011,582,1840
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2012,541,1784
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2013,520,1770
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2014,634,1788
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2015,634,1638
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2016,678,1624
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2017,745,1608
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2018,656,1550
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2019,700,1544
Benton,2461,009,Urban/town/rural mix,EDR 7W- Central,Central,EC,2020,565,1430
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2000,205,636
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2001,221,704
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2002,221,784
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2003,217,694
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2004,185,650
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2005,165,658
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2006,165,586
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2007,165,650
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2008,206,710
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2009,206,660
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2010,146,696
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2011,146,636
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2012,146,606
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2013,146,578
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2014,146,640
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2015,146,610
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2016,146,544
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2017,183,504
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2018,178,394
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2019,186,394
Cass,1262,021,Town/rural mix,EDR 5 - North Central,Northwest,EC,2020,194,388
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2000,691,1482
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2001,920,1482
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2002,889,1388
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2003,873,1560
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2004,731,1686
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2005,736,1610
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2006,760,1524
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2007,776,1580
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2008,756,1692
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2009,728,1588
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2010,708,1493
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2011,688,1451
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2012,652,1267
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2013,645,1287
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2014,640,1194
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2015,537,1062
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2016,687,1006
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2017,690,997
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2018,711,864
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2019,696,860
Chisago,2856,025,Entirely urban,EDR 7E- East Central,Central,EC,2020,677,814
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2000,505,2102
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2001,603,2208
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2002,607,2234
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2003,616,2156
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2004,722,2160
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2005,749,2170
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2006,895,2184
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2007,894,2120
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2008,884,2032
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2009,870,1980
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2010,833,1818
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2011,961,1746
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2012,866,1734
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2013,1041,1678
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2014,1084,1476
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2015,1086,1288
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2016,1132,1122
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2017,1233,1100
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2018,1238,1044
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2019,1233,1008
Crow Wing,3434,035,Town/rural mix,EDR 5 - North Central,Northwest,EC,2020,1286,1008
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2000,560,536
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2001,540,590
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2002,555,558
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2003,555,670
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2004,555,556
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2005,674,582
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2006,732,580
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2007,861,620
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2008,829,628
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2009,700,542
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2010,718,526
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2011,746,473
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2012,747,456
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2013,653,422
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2014,638,416
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2015,632,404
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2016,636,432
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2017,636,388
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2018,636,410
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2019,656,402
Isanti,2223,059,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2020,651,380
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2000,17,550
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2001,17,514
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2002,17,524
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2003,17,556
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2004,17,482
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2005,17,490
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2006,17,544
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2007,59,536
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2008,59,512
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2009,59,510
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2010,62,486
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2011,62,496
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2012,62,404
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2013,62,390
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2014,62,366
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2015,62,382
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2016,84,410
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2017,112,378
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2018,112,364
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2019,115,330
Kanabec,692,065,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2020,97,312
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2000,78,820
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2001,89,824
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2002,104,760
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2003,104,736
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2004,104,704
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2005,71,728
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2006,183,880
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2007,112,866
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2008,199,816
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2009,204,734
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2010,265,706
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2011,299,672
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2012,299,632
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2013,299,524
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2014,286,502
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2015,286,500
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2016,286,506
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2017,290,464
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2018,334,392
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2019,354,414
Mille Lacs,1327,095,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2020,371,440
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2000,223,1136
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2001,133,1198
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2002,201,1298
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2003,209,1292
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2004,227,1366
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2005,256,1308
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2006,237,1350
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2007,158,1412
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2008,157,1464
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2009,174,1366
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2010,174,1348
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2011,186,1266
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2012,209,1284
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2013,218,1236
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2014,218,1186
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2015,214,1189
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2016,249,1210
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2017,313,1096
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2018,339,1038
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2019,342,980
Morrison,1993,097,Town/rural mix,EDR 5 - North Central,Northwest,EC,2020,320,998
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2000,107,490
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2001,107,584
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2002,107,716
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2003,122,754
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2004,103,704
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2005,150,706
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2006,127,700
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2007,137,720
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2008,153,662
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2009,153,660
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2010,141,727
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2011,125,734
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2012,102,728
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2013,102,699
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2014,102,600
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2015,136,584
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2016,116,596
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2017,143,582
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2018,87,594
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2019,232,507
Pine,1279,115,Urban/town/rural mix,EDR 7E- East Central,Central,EC,2020,232,410
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2000,1618,2885
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2001,1582,3177
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2002,1431,3347
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2003,1497,3459
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2004,1338,3491
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2005,1413,3445
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2006,1408,3567
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2007,1546,3507
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2008,1539,3465
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2009,1550,3338
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2010,1657,3219
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2011,1478,3002
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2012,1544,2979
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2013,1447,2904
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2014,1371,2800
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2015,1521,2503
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2016,1563,2391
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2017,1638,2346
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2018,1549,2291
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2019,1574,2170
Sherburne,5536,141,Entirely urban,EDR 7W- Central,Central,EC,2020,1572,2050
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2000,1540,6468
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2001,1681,6495
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2002,1754,6606
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2003,1749,6468
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2004,1787,6247
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2005,1845,6378
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2006,2016,6396
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2007,2124,6338
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2008,2101,6434
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2009,2081,6329
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2010,2109,6244
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2011,2178,6144
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2012,2194,5942
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2013,2405,5567
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2014,2515,5224
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2015,2494,4946
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2016,2693,4842
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2017,2848,4548
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2018,2893,4222
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2019,2686,4155
Stearns,9112,145,Urban/town/rural mix,EDR 7W- Central,Central,EC,2020,2764,3960
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2000,65,772
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2001,70,832
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2002,50,762
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2003,50,770
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2004,50,714
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2005,50,680
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2006,50,580
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2007,50,562
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2008,60,596
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2009,60,582
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2010,80,634
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2011,105,618
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2012,132,536
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2013,132,558
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2014,132,542
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2015,132,510
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2016,157,506
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2017,132,554
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2018,132,549
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2019,190,489
Todd,1276,153,Town/rural mix,EDR 5 - North Central,Northwest,EC,2020,152,457
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2000,131,430
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2001,165,476
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2002,130,504
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2003,114,462
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2004,84,410
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2005,84,380
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2006,40,376
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2007,40,380
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2008,40,358
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2009,40,352
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2010,40,328
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2011,40,344
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2012,40,376
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2013,40,346
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2014,40,398
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2015,70,378
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2016,70,382
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2017,70,392
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2018,124,326
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2019,141,268
Wadena,659,159,Town/rural mix,EDR 5 - North Central,Northwest,EC,2020,150,280
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2000,1139,4494
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2001,1260,4790
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2002,1260,4986
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2003,1324,5014
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2004,1357,5014
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2005,1446,5064
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2006,1487,5139
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2007,1659,5242
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2008,1749,5268
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2009,1702,5047
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2010,1693,5029
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2011,1770,4891
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2012,1809,4727
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2013,1879,4148
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2014,1775,3948
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2015,1859,3693
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2016,2272,3574
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2017,2289,3361
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2018,2365,3159
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2019,2499,3082
Wright,8769,171,Urban/town/rural mix,EDR 7W- Central,Central,EC,2020,2688,2888
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,5644,9966
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,5649,10099
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,5839,10079
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,5361,9744
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,5622,9005
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,5779,8695
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,6010,8430
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,6247,8274
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,6728,8132
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,6665,8122
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,6845,8014
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,6987,7700
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,7024,7357
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,7274,6957
